anio;mes;pais;tipo;energia_MWh
2019;2/1/2019;Chile;Importación;0.0
2019;2/1/2019;Paraguay;Importación;9958.3
2019;2/1/2019;Uruguay;Importación;110320.3
2019;3/1/2019;Brasil;Exportación;3536.8
2019;3/1/2019;Chile;Exportación;0.0
2019;3/1/2019;Paraguay;Exportación;0.0
2019;3/1/2019;Uruguay;Exportación;0.0
2019;3/1/2019;Brasil;Importación;55.6
2019;3/1/2019;Chile;Importación;0.0
2019;3/1/2019;Paraguay;Importación;10349.0
2019;3/1/2019;Uruguay;Importación;236413.4
