anio;mes;balance;tipo;energia_MWh
2016;4/1/2016;OFERTA;Térmica;6789327.1
2016;5/1/2016;OFERTA;Hidráulica;3454107.5
2016;5/1/2016;OFERTA;Importacion;193572.6
2016;5/1/2016;OFERTA;Nuclear;749102.8
2016;5/1/2016;OFERTA;Renovable;165954.8
2016;5/1/2016;OFERTA;Térmica;7171661.5
2016;6/1/2016;OFERTA;Hidráulica;3060474.6
2016;6/1/2016;OFERTA;Importacion;381387.7
2016;6/1/2016;OFERTA;Nuclear;689392.4
2016;6/1/2016;OFERTA;Renovable;163355.9
2016;6/1/2016;OFERTA;Térmica;7970592.0
2016;7/1/2016;OFERTA;Hidráulica;2815630.9
2016;7/1/2016;OFERTA;Importacion;326551.0
2016;7/1/2016;OFERTA;Nuclear;674388.9
2016;7/1/2016;OFERTA;Renovable;183053.4
2016;7/1/2016;OFERTA;Térmica;8380138.4
2016;8/1/2016;OFERTA;Hidráulica;2668654.5
2016;8/1/2016;OFERTA;Importacion;40623.4
2016;8/1/2016;OFERTA;Nuclear;494856.8
2016;8/1/2016;OFERTA;Renovable;195090.5
2016;8/1/2016;OFERTA;Térmica;7808359.0
2016;9/1/2016;OFERTA;Hidráulica;2840645.6
2016;9/1/2016;OFERTA;Importacion;9282.2
2016;9/1/2016;OFERTA;Nuclear;528295.0
2016;9/1/2016;OFERTA;Renovable;228545.1
2016;9/1/2016;OFERTA;Térmica;7113743.6
2016;10/1/2016;OFERTA;Hidráulica;2995535.7
2016;10/1/2016;OFERTA;Importacion;8949.3
2016;10/1/2016;OFERTA;Nuclear;740803.3
2016;10/1/2016;OFERTA;Renovable;225075.2
2016;10/1/2016;OFERTA;Térmica;6539808.1
2016;11/1/2016;OFERTA;Hidráulica;3107692.1
2016;11/1/2016;OFERTA;Importacion;10502.1
2016;11/1/2016;OFERTA;Nuclear;639809.7
2016;11/1/2016;OFERTA;Renovable;224519.1
2016;11/1/2016;OFERTA;Térmica;6509306.7
2016;12/1/2016;OFERTA;Hidráulica;3207171.0
2016;12/1/2016;OFERTA;Importacion;12532.7
2016;12/1/2016;OFERTA;Nuclear;526176.1
2016;12/1/2016;OFERTA;Renovable;247990.4
2016;12/1/2016;OFERTA;Térmica;8267231.3
2017;1/1/2017;OFERTA;Hidráulica;3281399.1
2017;1/1/2017;OFERTA;Importacion;125443.2
2017;1/1/2017;OFERTA;Nuclear;637244.3
2017;1/1/2017;OFERTA;Renovable;245312.5
2017;1/1/2017;OFERTA;Térmica;8643945.6
2017;2/1/2017;OFERTA;Hidráulica;2993141.0
2017;2/1/2017;OFERTA;Importacion;77978.1
2017;2/1/2017;OFERTA;Nuclear;634134.7
2017;2/1/2017;OFERTA;Renovable;210416.6
2017;2/1/2017;OFERTA;Térmica;7558658.7
2017;3/1/2017;OFERTA;Hidráulica;3074840.1
2017;3/1/2017;OFERTA;Importacion;152653.8
2017;3/1/2017;OFERTA;Nuclear;509769.9
2017;3/1/2017;OFERTA;Renovable;218132.6
2017;3/1/2017;OFERTA;Térmica;7601688.1
2017;4/1/2017;OFERTA;Hidráulica;2813146.7
2017;4/1/2017;OFERTA;Importacion;122743.3
2017;4/1/2017;OFERTA;Nuclear;241890.9
2017;4/1/2017;OFERTA;Renovable;205860.1
2017;4/1/2017;OFERTA;Térmica;6727209.8
2017;5/1/2017;OFERTA;Hidráulica;3199370.9
2017;5/1/2017;OFERTA;Importacion;191885.2
2017;5/1/2017;OFERTA;Nuclear;193880.7
2017;5/1/2017;OFERTA;Renovable;197919.2
2017;5/1/2017;OFERTA;Térmica;7387187.4
2017;6/1/2017;OFERTA;Hidráulica;3240501.5
2017;6/1/2017;OFERTA;Importacion;16213.9
2017;6/1/2017;OFERTA;Nuclear;241492.5
2017;6/1/2017;OFERTA;Renovable;175166.9
2017;6/1/2017;OFERTA;Térmica;8115687.1
2017;7/1/2017;OFERTA;Hidráulica;2897931.3
2017;7/1/2017;OFERTA;Importacion;5664.5
2017;7/1/2017;OFERTA;Nuclear;252171.9
2017;7/1/2017;OFERTA;Renovable;183045.5
2017;7/1/2017;OFERTA;Térmica;8844327.7
2017;8/1/2017;OFERTA;Hidráulica;3183718.7
2017;8/1/2017;OFERTA;Importacion;976.9
2017;8/1/2017;OFERTA;Nuclear;621551.4
2017;8/1/2017;OFERTA;Renovable;209389.4
2017;8/1/2017;OFERTA;Térmica;7454440.6
2017;9/1/2017;OFERTA;Hidráulica;3154547.9
2017;9/1/2017;OFERTA;Importacion;44.5
2017;9/1/2017;OFERTA;Nuclear;610014.6
2017;9/1/2017;OFERTA;Renovable;239294.0
2017;9/1/2017;OFERTA;Térmica;6680934.8
2017;10/1/2017;OFERTA;Hidráulica;3761436.7
2017;10/1/2017;OFERTA;Importacion;13041.2
2017;10/1/2017;OFERTA;Nuclear;616318.5
2017;10/1/2017;OFERTA;Renovable;255925.7
2017;10/1/2017;OFERTA;Térmica;5953163.3
2017;11/1/2017;OFERTA;Hidráulica;4169993.2
2017;11/1/2017;OFERTA;Importacion;18442.7
2017;11/1/2017;OFERTA;Nuclear;507076.8
2017;11/1/2017;OFERTA;Renovable;245797.4
2017;11/1/2017;OFERTA;Térmica;5803526.6
2017;12/1/2017;OFERTA;Hidráulica;3813973.9
2017;12/1/2017;OFERTA;Importacion;8796.0
2017;12/1/2017;OFERTA;Nuclear;650681.8
2017;12/1/2017;OFERTA;Renovable;248506.3
2017;12/1/2017;OFERTA;Térmica;7758948.8
2018;1/1/2018;OFERTA;Hidráulica;3521862.5
2018;1/1/2018;OFERTA;Importacion;5794.9
2018;1/1/2018;OFERTA;Nuclear;638616.5
2018;1/1/2018;OFERTA;Renovable;241285.9
2018;1/1/2018;OFERTA;Térmica;8341240.2
2018;2/1/2018;OFERTA;Hidráulica;3117426.6
2018;2/1/2018;OFERTA;Importacion;5661.9
2018;2/1/2018;OFERTA;Nuclear;572050.9
2018;2/1/2018;OFERTA;Renovable;207904.4
2018;2/1/2018;OFERTA;Térmica;7866961.5
2018;3/1/2018;OFERTA;Hidráulica;3191819.1
2018;3/1/2018;OFERTA;Importacion;6232.7
2018;3/1/2018;OFERTA;Nuclear;505081.3
2018;3/1/2018;OFERTA;Renovable;196551.4
2018;3/1/2018;OFERTA;Térmica;7730120.4
2018;4/1/2018;OFERTA;Hidráulica;3037322.7
2018;4/1/2018;OFERTA;Importacion;5632.1
2018;4/1/2018;OFERTA;Nuclear;575130.6
2018;4/1/2018;OFERTA;Renovable;180256.2
2018;4/1/2018;OFERTA;Térmica;7055024.2
2018;5/1/2018;OFERTA;Hidráulica;2922568.9
2018;5/1/2018;OFERTA;Importacion;17736.1
2018;5/1/2018;OFERTA;Nuclear;752501.3
2018;5/1/2018;OFERTA;Renovable;181926.1
2018;5/1/2018;OFERTA;Térmica;7144170.0
2018;6/1/2018;OFERTA;Hidráulica;3250397.4
2018;6/1/2018;OFERTA;Importacion;11299.6
2018;6/1/2018;OFERTA;Nuclear;741414.6
2018;6/1/2018;OFERTA;Renovable;209034.6
2018;6/1/2018;OFERTA;Térmica;8103954.0
2018;7/1/2018;OFERTA;Hidráulica;3612520.5
2018;7/1/2018;OFERTA;Importacion;12295.2
2018;7/1/2018;OFERTA;Nuclear;706410.4
2018;7/1/2018;OFERTA;Renovable;228117.5
2018;7/1/2018;OFERTA;Térmica;8479600.2
2018;8/1/2018;OFERTA;Hidráulica;3412034.9
2018;8/1/2018;OFERTA;Importacion;11428.6
2018;8/1/2018;OFERTA;Nuclear;664848.7
2018;8/1/2018;OFERTA;Renovable;285707.1
2018;8/1/2018;OFERTA;Térmica;7725729.3
2018;9/1/2018;OFERTA;Hidráulica;2769472.6
2018;9/1/2018;OFERTA;Importacion;21006.6
2018;9/1/2018;OFERTA;Nuclear;311970.4
2018;9/1/2018;OFERTA;Renovable;323204.9
2018;9/1/2018;OFERTA;Térmica;6840990.9
2018;10/1/2018;OFERTA;Hidráulica;3456354.3
2018;10/1/2018;OFERTA;Importacion;24815.0
2018;10/1/2018;OFERTA;Nuclear;395773.4
2018;10/1/2018;OFERTA;Renovable;379275.9
2018;10/1/2018;OFERTA;Térmica;6137657.7
2018;11/1/2018;OFERTA;Hidráulica;3891066.7
2018;11/1/2018;OFERTA;Importacion;30330.1
2018;11/1/2018;OFERTA;Nuclear;376479.3
2018;11/1/2018;OFERTA;Renovable;428463.0
2018;11/1/2018;OFERTA;Térmica;5692280.5
2018;12/1/2018;OFERTA;Hidráulica;3768807.4
2018;12/1/2018;OFERTA;Importacion;191303.5
2018;12/1/2018;OFERTA;Nuclear;212640.4
2018;12/1/2018;OFERTA;Renovable;488501.0
2018;12/1/2018;OFERTA;Térmica;6609320.4
2019;1/1/2019;OFERTA;Hidráulica;3453674.5
2019;1/1/2019;OFERTA;Importacion;407463.3
2019;1/1/2019;OFERTA;Nuclear;200411.8
2019;1/1/2019;OFERTA;Renovable;514543.7
2019;1/1/2019;OFERTA;Térmica;7559370.1
2019;2/1/2019;OFERTA;Hidráulica;2587399.7
2019;2/1/2019;OFERTA;Importacion;120592.5
2019;2/1/2019;OFERTA;Nuclear;300502.3
2019;2/1/2019;OFERTA;Renovable;436322.9
2019;2/1/2019;OFERTA;Térmica;7646222.3
2019;3/1/2019;OFERTA;Hidráulica;2950674.5
2019;3/1/2019;OFERTA;Importacion;246818.1
2019;3/1/2019;OFERTA;Nuclear;527391.8
2019;3/1/2019;OFERTA;Renovable;518673.2
2019;3/1/2019;OFERTA;Térmica;6230624.0
2016;1/1/2016;DEMANDA;Gran Usuario;2082350.2
2016;1/1/2016;DEMANDA;Distribuidor;10262561.6
2016;1/1/2016;DEMANDA;Bombeo;74692.4
2016;1/1/2016;DEMANDA;Exportacion;0.0
2016;1/1/2016;DEMANDA;Perdidas;380617.7
2016;2/1/2016;DEMANDA;Gran Usuario;2044396.9
2016;2/1/2016;DEMANDA;Distribuidor;9687448.2
2016;2/1/2016;DEMANDA;Bombeo;34830.0
2016;2/1/2016;DEMANDA;Exportacion;58.8
2016;2/1/2016;DEMANDA;Perdidas;367688.4
2016;3/1/2016;DEMANDA;Gran Usuario;2112301.6
2016;3/1/2016;DEMANDA;Distribuidor;8349174.3
2016;3/1/2016;DEMANDA;Bombeo;23650.3
2016;3/1/2016;DEMANDA;Exportacion;22427.3
2016;3/1/2016;DEMANDA;Perdidas;331627.1
2016;4/1/2016;DEMANDA;Gran Usuario;2039473.0
2016;4/1/2016;DEMANDA;Distribuidor;8252527.9
2016;4/1/2016;DEMANDA;Bombeo;49055.7
2016;4/1/2016;DEMANDA;Exportacion;67595.7
2016;4/1/2016;DEMANDA;Perdidas;316530.0
2016;5/1/2016;DEMANDA;Gran Usuario;2057340.6
2016;5/1/2016;DEMANDA;Distribuidor;9300671.0
2016;5/1/2016;DEMANDA;Bombeo;42220.6
2016;5/1/2016;DEMANDA;Exportacion;1675.2
2016;5/1/2016;DEMANDA;Perdidas;332491.8
2016;6/1/2016;DEMANDA;Gran Usuario;1896257.6
2016;6/1/2016;DEMANDA;Distribuidor;9916689.4
2016;6/1/2016;DEMANDA;Bombeo;59661.5
2016;6/1/2016;DEMANDA;Exportacion;2742.8
2016;6/1/2016;DEMANDA;Perdidas;389851.2
2016;7/1/2016;DEMANDA;Gran Usuario;1949345.9
2016;7/1/2016;DEMANDA;Distribuidor;9980299.5
2016;7/1/2016;DEMANDA;Bombeo;83334.0
2016;7/1/2016;DEMANDA;Exportacion;359.5
2016;7/1/2016;DEMANDA;Perdidas;366423.7
2016;8/1/2016;DEMANDA;Gran Usuario;1942556.5
2016;8/1/2016;DEMANDA;Distribuidor;8912885.5
2016;8/1/2016;DEMANDA;Bombeo;21714.2
2016;8/1/2016;DEMANDA;Exportacion;0.0
2016;8/1/2016;DEMANDA;Perdidas;330428.0
2016;9/1/2016;DEMANDA;Gran Usuario;1967306.1
2016;9/1/2016;DEMANDA;Distribuidor;8414775.0
2016;9/1/2016;DEMANDA;Bombeo;16483.8
2016;9/1/2016;DEMANDA;Exportacion;0.0
2016;9/1/2016;DEMANDA;Perdidas;321946.7
2016;10/1/2016;DEMANDA;Gran Usuario;2017154.0
2016;10/1/2016;DEMANDA;Distribuidor;7938884.9
2016;10/1/2016;DEMANDA;Bombeo;24615.6
2016;10/1/2016;DEMANDA;Exportacion;206650.3
2016;10/1/2016;DEMANDA;Perdidas;322866.8
2016;11/1/2016;DEMANDA;Gran Usuario;2019848.8
2016;11/1/2016;DEMANDA;Distribuidor;8112691.7
2016;11/1/2016;DEMANDA;Bombeo;14561.4
2016;11/1/2016;DEMANDA;Exportacion;0.0
2016;11/1/2016;DEMANDA;Perdidas;344727.5
2016;12/1/2016;DEMANDA;Gran Usuario;2017753.3
2016;12/1/2016;DEMANDA;Distribuidor;9836101.1
2016;12/1/2016;DEMANDA;Bombeo;19936.0
2016;12/1/2016;DEMANDA;Exportacion;25722.3
2016;12/1/2016;DEMANDA;Perdidas;361588.8
2017;1/1/2017;DEMANDA;Gran Usuario;1993571.2
2017;1/1/2017;DEMANDA;Distribuidor;10531294.5
2017;1/1/2017;DEMANDA;Bombeo;34531.6
2017;1/1/2017;DEMANDA;Exportacion;71.0
2017;1/1/2017;DEMANDA;Perdidas;373876.5
2017;2/1/2017;DEMANDA;Gran Usuario;1904848.9
2017;2/1/2017;DEMANDA;Distribuidor;9170057.6
2017;2/1/2017;DEMANDA;Bombeo;30875.3
2017;2/1/2017;DEMANDA;Exportacion;24139.2
2017;2/1/2017;DEMANDA;Perdidas;344408.0
2017;3/1/2017;DEMANDA;Gran Usuario;2136865.3
2017;3/1/2017;DEMANDA;Distribuidor;8985366.2
2017;3/1/2017;DEMANDA;Bombeo;43767.4
2017;3/1/2017;DEMANDA;Exportacion;22579.2
2017;3/1/2017;DEMANDA;Perdidas;368506.4
2017;4/1/2017;DEMANDA;Gran Usuario;2052978.1
2017;4/1/2017;DEMANDA;Distribuidor;7740780.4
2017;4/1/2017;DEMANDA;Bombeo;15957.3
2017;4/1/2017;DEMANDA;Exportacion;0.0
2017;4/1/2017;DEMANDA;Perdidas;301135.0
2017;5/1/2017;DEMANDA;Gran Usuario;2134254.0
2017;5/1/2017;DEMANDA;Distribuidor;8660959.5
2017;5/1/2017;DEMANDA;Bombeo;38393.6
2017;5/1/2017;DEMANDA;Exportacion;19.6
2017;5/1/2017;DEMANDA;Perdidas;336616.8
2017;6/1/2017;DEMANDA;Gran Usuario;2028561.5
2017;6/1/2017;DEMANDA;Distribuidor;9330769.2
2017;6/1/2017;DEMANDA;Bombeo;70485.3
2017;6/1/2017;DEMANDA;Exportacion;0.0
2017;6/1/2017;DEMANDA;Perdidas;359245.9
2017;7/1/2017;DEMANDA;Gran Usuario;2076100.6
2017;7/1/2017;DEMANDA;Distribuidor;9720325.1
2017;7/1/2017;DEMANDA;Bombeo;39150.4
2017;7/1/2017;DEMANDA;Exportacion;141.9
2017;7/1/2017;DEMANDA;Perdidas;347422.9
2017;8/1/2017;DEMANDA;Gran Usuario;2130041.3
2017;8/1/2017;DEMANDA;Distribuidor;8977209.4
2017;8/1/2017;DEMANDA;Bombeo;10151.5
2017;8/1/2017;DEMANDA;Exportacion;17056.6
2017;8/1/2017;DEMANDA;Perdidas;335618.3
2017;9/1/2017;DEMANDA;Gran Usuario;2082843.6
2017;9/1/2017;DEMANDA;Distribuidor;8265740.9
2017;9/1/2017;DEMANDA;Bombeo;22501.7
2017;9/1/2017;DEMANDA;Exportacion;41.7
2017;9/1/2017;DEMANDA;Perdidas;313707.8
2017;10/1/2017;DEMANDA;Gran Usuario;2131381.7
2017;10/1/2017;DEMANDA;Distribuidor;8095947.6
2017;10/1/2017;DEMANDA;Bombeo;34027.3
2017;10/1/2017;DEMANDA;Exportacion;5162.7
2017;10/1/2017;DEMANDA;Perdidas;333366.1
2017;11/1/2017;DEMANDA;Gran Usuario;2148002.4
2017;11/1/2017;DEMANDA;Distribuidor;8207725.1
2017;11/1/2017;DEMANDA;Bombeo;17497.3
2017;11/1/2017;DEMANDA;Exportacion;4.3
2017;11/1/2017;DEMANDA;Perdidas;371607.8
2017;12/1/2017;DEMANDA;Gran Usuario;2107919.2
2017;12/1/2017;DEMANDA;Distribuidor;9916676.3
2017;12/1/2017;DEMANDA;Bombeo;43361.2
2017;12/1/2017;DEMANDA;Exportacion;10.3
2017;12/1/2017;DEMANDA;Perdidas;412939.9
2018;1/1/2018;DEMANDA;Gran Usuario;2100746.8
2018;1/1/2018;DEMANDA;Distribuidor;10249436.6
2018;1/1/2018;DEMANDA;Bombeo;30236.9
2018;1/1/2018;DEMANDA;Exportacion;93.4
2018;1/1/2018;DEMANDA;Perdidas;368286.4
2018;2/1/2018;DEMANDA;Gran Usuario;2031632.3
2018;2/1/2018;DEMANDA;Distribuidor;9372570.6
2018;2/1/2018;DEMANDA;Bombeo;24269.9
2018;2/1/2018;DEMANDA;Exportacion;0.0
2018;2/1/2018;DEMANDA;Perdidas;341532.6
2018;3/1/2018;DEMANDA;Gran Usuario;2205496.0
2018;3/1/2018;DEMANDA;Distribuidor;9041746.1
2018;3/1/2018;DEMANDA;Bombeo;35539.9
2018;3/1/2018;DEMANDA;Exportacion;2802.0
2018;3/1/2018;DEMANDA;Perdidas;344220.8
2018;4/1/2018;DEMANDA;Gran Usuario;2145076.4
2018;4/1/2018;DEMANDA;Distribuidor;8348238.2
2018;4/1/2018;DEMANDA;Bombeo;33646.7
2018;4/1/2018;DEMANDA;Exportacion;10267.0
2018;4/1/2018;DEMANDA;Perdidas;316137.6
2018;5/1/2018;DEMANDA;Gran Usuario;2151042.7
2018;5/1/2018;DEMANDA;Distribuidor;8514418.8
2018;5/1/2018;DEMANDA;Bombeo;29131.9
2018;5/1/2018;DEMANDA;Exportacion;0.0
2018;5/1/2018;DEMANDA;Perdidas;324308.9
2018;6/1/2018;DEMANDA;Gran Usuario;2022209.7
2018;6/1/2018;DEMANDA;Distribuidor;9903702.7
2018;6/1/2018;DEMANDA;Bombeo;31209.8
2018;6/1/2018;DEMANDA;Exportacion;0.0
2018;6/1/2018;DEMANDA;Perdidas;358977.9
2018;7/1/2018;DEMANDA;Gran Usuario;2019398.8
2018;7/1/2018;DEMANDA;Distribuidor;10588154.0
2018;7/1/2018;DEMANDA;Bombeo;23393.6
2018;7/1/2018;DEMANDA;Exportacion;126.6
2018;7/1/2018;DEMANDA;Perdidas;407870.8
2018;8/1/2018;DEMANDA;Gran Usuario;2048556.5
2018;8/1/2018;DEMANDA;Distribuidor;9672748.6
2018;8/1/2018;DEMANDA;Bombeo;22119.3
2018;8/1/2018;DEMANDA;Exportacion;91.8
2018;8/1/2018;DEMANDA;Perdidas;356232.3
2018;9/1/2018;DEMANDA;Gran Usuario;1957717.6
2018;9/1/2018;DEMANDA;Distribuidor;7834651.5
2018;9/1/2018;DEMANDA;Bombeo;4959.4
2018;9/1/2018;DEMANDA;Exportacion;143798.8
2018;9/1/2018;DEMANDA;Perdidas;325518.2
2018;10/1/2018;DEMANDA;Gran Usuario;1981253.1
2018;10/1/2018;DEMANDA;Distribuidor;7922965.5
2018;10/1/2018;DEMANDA;Bombeo;18087.4
2018;10/1/2018;DEMANDA;Exportacion;123103.3
2018;10/1/2018;DEMANDA;Perdidas;348467.0
2018;11/1/2018;DEMANDA;Gran Usuario;1993010.8
2018;11/1/2018;DEMANDA;Distribuidor;8042138.6
2018;11/1/2018;DEMANDA;Bombeo;16882.7
2018;11/1/2018;DEMANDA;Exportacion;7.9
2018;11/1/2018;DEMANDA;Perdidas;366579.6
2018;12/1/2018;DEMANDA;Gran Usuario;1870684.5
2018;12/1/2018;DEMANDA;Distribuidor;8992328.1
2018;12/1/2018;DEMANDA;Bombeo;12977.8
2018;12/1/2018;DEMANDA;Exportacion;11.0
2018;12/1/2018;DEMANDA;Perdidas;394571.4
2019;1/1/2019;DEMANDA;Gran Usuario;1910478.8
2019;1/1/2019;DEMANDA;Distribuidor;9788341.6
2019;1/1/2019;DEMANDA;Bombeo;20647.7
2019;1/1/2019;DEMANDA;Exportacion;12307.7
2019;1/1/2019;DEMANDA;Perdidas;403687.6
2019;2/1/2019;DEMANDA;Gran Usuario;1828489.9
2019;2/1/2019;DEMANDA;Distribuidor;8878465.4
2019;2/1/2019;DEMANDA;Bombeo;25783.5
2019;2/1/2019;DEMANDA;Exportacion;32928.3
2019;2/1/2019;DEMANDA;Perdidas;325372.6
2019;3/1/2019;DEMANDA;Gran Usuario;1967531.0
2019;3/1/2019;DEMANDA;Distribuidor;8153848.6
2019;3/1/2019;DEMANDA;Bombeo;21631.4
2019;3/1/2019;DEMANDA;Exportacion;3536.8
2019;3/1/2019;DEMANDA;Perdidas;327633.6
